Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,356,India,5412,Yield,1654.0,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2016,2016,kg/ha,714.9,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1654.0,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2017,2017,kg/ha,989.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1654.0,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2018,2018,kg/ha,961.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1654.0,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2019,2019,kg/ha,912.4,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1654.0,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2020,2020,kg/ha,928.5,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1654.0,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2021,2021,kg/ha,998.4,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1654.0,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2022,2022,kg/ha,1009.4,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1654.0,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2023,2023,kg/ha,1026.4,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1341.0,Apples,2000,2000,kg/ha,4565.2,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1341.0,Apples,2001,2001,kg/ha,5125.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1341.0,Apples,2002,2002,kg/ha,4833.3,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1341.0,Apples,2003,2003,kg/ha,5880.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1341.0,Apples,2004,2004,kg/ha,7562.6,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1341.0,Apples,2005,2005,kg/ha,7537.9,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1341.0,Apples,2006,2006,kg/ha,8005.3,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1341.0,Apples,2007,2007,kg/ha,6444.4,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1341.0,Apples,2008,2008,kg/ha,7579.5,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1341.0,Apples,2009,2009,kg/ha,7244.5,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1341.0,Apples,2010,2010,kg/ha,6282.1,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1341.0,Apples,2011,2011,kg/ha,10000.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1341.0,Apples,2012,2012,kg/ha,6845.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1341.0,Apples,2013,2013,kg/ha,6137.8,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1341.0,Apples,2014,2014,kg/ha,7978.8,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1341.0,Apples,2015,2015,kg/ha,6689.7,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1341.0,Apples,2016,2016,kg/ha,9101.1,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1341.0,Apples,2017,2017,kg/ha,7426.2,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1341.0,Apples,2018,2018,kg/ha,7730.9,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1341.0,Apples,2019,2019,kg/ha,7519.5,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1341.0,Apples,2020,2020,kg/ha,9077.4,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1341.0,Apples,2021,2021,kg/ha,7271.6,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1341.0,Apples,2022,2022,kg/ha,8219.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1341.0,Apples,2023,2023,kg/ha,9460.5,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1343.0,Apricots,2000,2000,kg/ha,2856.4,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1343.0,Apricots,2001,2001,kg/ha,2846.0,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1343.0,Apricots,2002,2002,kg/ha,2835.5,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1343.0,Apricots,2003,2003,kg/ha,2825.1,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1343.0,Apricots,2004,2004,kg/ha,2820.4,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1343.0,Apricots,2005,2005,kg/ha,2821.6,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1343.0,Apricots,2006,2006,kg/ha,2822.8,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1343.0,Apricots,2007,2007,kg/ha,2824.0,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1343.0,Apricots,2008,2008,kg/ha,2825.1,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1343.0,Apricots,2009,2009,kg/ha,2826.3,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1343.0,Apricots,2010,2010,kg/ha,2827.5,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1343.0,Apricots,2011,2011,kg/ha,2828.7,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1343.0,Apricots,2012,2012,kg/ha,2829.9,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1343.0,Apricots,2013,2013,kg/ha,2831.0,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1343.0,Apricots,2014,2014,kg/ha,2823.1,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1343.0,Apricots,2015,2015,kg/ha,2825.2,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1343.0,Apricots,2016,2016,kg/ha,2820.7,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1343.0,Apricots,2017,2017,kg/ha,2815.4,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1343.0,Apricots,2018,2018,kg/ha,2808.0,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1343.0,Apricots,2019,2019,kg/ha,2802.2,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1343.0,Apricots,2020,2020,kg/ha,2805.2,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1343.0,Apricots,2021,2021,kg/ha,2808.2,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1343.0,Apricots,2022,2022,kg/ha,2806.5,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1343.0,Apricots,2023,2023,kg/ha,2846.8,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1379.01,Areca nuts,2000,2000,kg/ha,1137.9,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1379.01,Areca nuts,2001,2001,kg/ha,1137.9,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1379.01,Areca nuts,2002,2002,kg/ha,1379.3,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1379.01,Areca nuts,2003,2003,kg/ha,1176.9,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1379.01,Areca nuts,2004,2004,kg/ha,1203.3,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1379.01,Areca nuts,2005,2005,kg/ha,1242.7,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1379.01,Areca nuts,2006,2006,kg/ha,1267.6,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1379.01,Areca nuts,2007,2007,kg/ha,1262.9,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1379.01,Areca nuts,2008,2008,kg/ha,1231.2,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1379.01,Areca nuts,2009,2009,kg/ha,1243.3,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1379.01,Areca nuts,2010,2010,kg/ha,1194.7,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1379.01,Areca nuts,2011,2011,kg/ha,1194.7,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1379.01,Areca nuts,2012,2012,kg/ha,1467.7,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1379.01,Areca nuts,2013,2013,kg/ha,1365.5,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1379.01,Areca nuts,2014,2014,kg/ha,1376.1,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1379.01,Areca nuts,2015,2015,kg/ha,1660.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1379.01,Areca nuts,2016,2016,kg/ha,1506.3,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1379.01,Areca nuts,2017,2017,kg/ha,1589.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1379.01,Areca nuts,2018,2018,kg/ha,1676.1,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1379.01,Areca nuts,2019,2019,kg/ha,1726.1,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1379.01,Areca nuts,2020,2020,kg/ha,1850.1,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1379.01,Areca nuts,2021,2021,kg/ha,1968.5,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1379.01,Areca nuts,2022,2022,kg/ha,1962.3,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1379.01,Areca nuts,2023,2023,kg/ha,1459.5,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1312.0,Bananas,2000,2000,kg/ha,30098.6,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1312.0,Bananas,2001,2001,kg/ha,30480.3,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1312.0,Bananas,2002,2002,kg/ha,27991.6,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1312.0,Bananas,2003,2003,kg/ha,27791.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1312.0,Bananas,2004,2004,kg/ha,28399.8,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1312.0,Bananas,2005,2005,kg/ha,33165.6,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1312.0,Bananas,2006,2006,kg/ha,34753.1,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1312.0,Bananas,2007,2007,kg/ha,36205.2,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1312.0,Bananas,2008,2008,kg/ha,36977.4,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1312.0,Bananas,2009,2009,kg/ha,34362.6,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1312.0,Bananas,2010,2010,kg/ha,35879.5,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1312.0,Bananas,2011,2011,kg/ha,35725.2,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1312.0,Bananas,2012,2012,kg/ha,34161.1,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1312.0,Bananas,2013,2013,kg/ha,34642.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1312.0,Bananas,2014,2014,kg/ha,37036.7,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1312.0,Bananas,2015,2015,kg/ha,35548.7,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1312.0,Bananas,2016,2016,kg/ha,34643.3,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1312.0,Bananas,2017,2017,kg/ha,35438.4,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1312.0,Bananas,2018,2018,kg/ha,34850.7,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1312.0,Bananas,2019,2019,kg/ha,35173.2,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1312.0,Bananas,2020,2020,kg/ha,36340.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1312.0,Bananas,2021,2021,kg/ha,35781.4,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1312.0,Bananas,2022,2022,kg/ha,35854.6,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1312.0,Bananas,2023,2023,kg/ha,36835.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,115.0,Barley,2000,2000,kg/ha,1997.2,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,115.0,Barley,2001,2001,kg/ha,1840.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,115.0,Barley,2002,2002,kg/ha,2160.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,115.0,Barley,2003,2003,kg/ha,2006.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,115.0,Barley,2004,2004,kg/ha,1975.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,115.0,Barley,2005,2005,kg/ha,1958.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,115.0,Barley,2006,2006,kg/ha,1937.8,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,115.0,Barley,2007,2007,kg/ha,2058.2,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,115.0,Barley,2008,2008,kg/ha,1991.4,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,115.0,Barley,2009,2009,kg/ha,2393.5,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,115.0,Barley,2010,2010,kg/ha,2171.7,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,115.0,Barley,2011,2011,kg/ha,2357.4,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,115.0,Barley,2012,2012,kg/ha,2519.4,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,115.0,Barley,2013,2013,kg/ha,2518.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,115.0,Barley,2014,2014,kg/ha,2717.1,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,115.0,Barley,2015,2015,kg/ha,2281.5,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,115.0,Barley,2016,2016,kg/ha,2440.7,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,115.0,Barley,2017,2017,kg/ha,2662.8,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,115.0,Barley,2018,2018,kg/ha,2694.9,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,115.0,Barley,2019,2019,kg/ha,2837.2,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,115.0,Barley,2020,2020,kg/ha,2920.5,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,115.0,Barley,2021,2021,kg/ha,2795.7,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,115.0,Barley,2022,2022,kg/ha,3025.1,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,115.0,Barley,2023,2023,kg/ha,3044.5,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1701.0,"Beans, dry",2000,2000,kg/ha,487.1,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1701.0,"Beans, dry",2001,2001,kg/ha,547.6,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1701.0,"Beans, dry",2002,2002,kg/ha,333.5,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1701.0,"Beans, dry",2003,2003,kg/ha,456.2,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1701.0,"Beans, dry",2004,2004,kg/ha,328.4,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1701.0,"Beans, dry",2005,2005,kg/ha,326.9,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1701.0,"Beans, dry",2006,2006,kg/ha,382.5,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1701.0,"Beans, dry",2007,2007,kg/ha,393.0,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1701.0,"Beans, dry",2008,2008,kg/ha,376.3,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1701.0,"Beans, dry",2009,2009,kg/ha,405.0,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1701.0,"Beans, dry",2010,2010,kg/ha,444.5,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1701.0,"Beans, dry",2011,2011,kg/ha,393.6,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1701.0,"Beans, dry",2012,2012,kg/ha,413.2,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1701.0,"Beans, dry",2013,2013,kg/ha,441.8,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1701.0,"Beans, dry",2014,2014,kg/ha,423.0,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1701.0,"Beans, dry",2015,2015,kg/ha,414.0,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1701.0,"Beans, dry",2016,2016,kg/ha,413.7,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1701.0,"Beans, dry",2017,2017,kg/ha,413.7,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1701.0,"Beans, dry",2018,2018,kg/ha,413.8,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1701.0,"Beans, dry",2019,2019,kg/ha,414.2,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1701.0,"Beans, dry",2020,2020,kg/ha,414.9,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1701.0,"Beans, dry",2021,2021,kg/ha,415.8,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1701.0,"Beans, dry",2022,2022,kg/ha,416.4,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1701.0,"Beans, dry",2023,2023,kg/ha,417.1,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1212.0,Cabbages,2000,2000,kg/ha,22878.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1212.0,Cabbages,2001,2001,kg/ha,22438.9,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1212.0,Cabbages,2002,2002,kg/ha,22000.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1212.0,Cabbages,2003,2003,kg/ha,23062.4,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1212.0,Cabbages,2004,2004,kg/ha,21931.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1212.0,Cabbages,2005,2005,kg/ha,21242.2,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1212.0,Cabbages,2006,2006,kg/ha,22237.9,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1212.0,Cabbages,2007,2007,kg/ha,22425.7,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1212.0,Cabbages,2008,2008,kg/ha,22218.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1212.0,Cabbages,2009,2009,kg/ha,22145.7,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1212.0,Cabbages,2010,2010,kg/ha,24230.9,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1212.0,Cabbages,2011,2011,kg/ha,21542.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1212.0,Cabbages,2012,2012,kg/ha,21569.2,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1212.0,Cabbages,2013,2013,kg/ha,22940.9,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1212.0,Cabbages,2014,2014,kg/ha,22590.1,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1212.0,Cabbages,2015,2015,kg/ha,22240.9,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1212.0,Cabbages,2016,2016,kg/ha,22350.3,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1212.0,Cabbages,2017,2017,kg/ha,22296.2,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1212.0,Cabbages,2018,2018,kg/ha,22649.1,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1212.0,Cabbages,2019,2019,kg/ha,22817.5,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1212.0,Cabbages,2020,2020,kg/ha,23122.2,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1212.0,Cabbages,2021,2021,kg/ha,23203.9,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1212.0,Cabbages,2022,2022,kg/ha,23227.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1212.0,Cabbages,2023,2023,kg/ha,23207.9,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1229.0,Cantaloupes and other melons,2000,2000,kg/ha,20476.2,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1229.0,Cantaloupes and other melons,2001,2001,kg/ha,21021.3,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1229.0,Cantaloupes and other melons,2002,2002,kg/ha,21085.7,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1229.0,Cantaloupes and other melons,2003,2003,kg/ha,21217.1,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1229.0,Cantaloupes and other melons,2004,2004,kg/ha,21347.0,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1229.0,Cantaloupes and other melons,2005,2005,kg/ha,21454.1,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1229.0,Cantaloupes and other melons,2006,2006,kg/ha,21549.9,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1229.0,Cantaloupes and other melons,2007,2007,kg/ha,21647.3,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1229.0,Cantaloupes and other melons,2008,2008,kg/ha,21744.6,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1229.0,Cantaloupes and other melons,2009,2009,kg/ha,21841.6,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1229.0,Cantaloupes and other melons,2010,2010,kg/ha,21938.1,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1229.0,Cantaloupes and other melons,2011,2011,kg/ha,18731.6,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1229.0,Cantaloupes and other melons,2012,2012,kg/ha,20815.8,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1229.0,Cantaloupes and other melons,2013,2013,kg/ha,20666.7,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1229.0,Cantaloupes and other melons,2014,2014,kg/ha,20567.6,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1229.0,Cantaloupes and other melons,2015,2015,kg/ha,20547.6,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1229.0,Cantaloupes and other melons,2016,2016,kg/ha,20777.8,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1229.0,Cantaloupes and other melons,2017,2017,kg/ha,21940.0,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1229.0,Cantaloupes and other melons,2018,2018,kg/ha,22796.3,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1229.0,Cantaloupes and other melons,2019,2019,kg/ha,22210.5,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1229.0,Cantaloupes and other melons,2020,2020,kg/ha,22426.2,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1229.0,Cantaloupes and other melons,2021,2021,kg/ha,19706.7,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1229.0,Cantaloupes and other melons,2022,2022,kg/ha,22029.4,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1229.0,Cantaloupes and other melons,2023,2023,kg/ha,22029.4,A,Official figure,
QCL,Crops and livestock products,356,India,5412,Yield,1251.0,Carrots and turnips,2000,2000,kg/ha,14583.3,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1251.0,Carrots and turnips,2001,2001,kg/ha,14687.4,E,Estimated value,
QCL,Crops and livestock products,356,India,5412,Yield,1251.0,Carrots and turnips,2002,2002,kg/ha,14740.2,E,Estimated value,
