Element,Value,N,P,K,temperature,humidity,ph,rainfall,label
Production,261170.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Anise
Production,261170.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,badian
Production,261170.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,coriander
Production,261170.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,cumin
Production,261170.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,caraway
Production,261170.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,fennel
Production,261170.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,juniper berries
Production,261170.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,raw
Production,268776.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Anise
Production,268776.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,badian
Production,268776.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,coriander
Production,268776.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,cumin
Production,268776.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,caraway
Production,268776.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,fennel
Production,268776.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,juniper berries
Production,268776.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,raw
Production,396517.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Anise
Production,396517.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,badian
Production,396517.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,coriander
Production,396517.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,cumin
Production,396517.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,caraway
Production,396517.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,fennel
Production,396517.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,juniper berries
Production,396517.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,raw
Production,397286.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Anise
Production,397286.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,badian
Production,397286.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,coriander
Production,397286.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,cumin
Production,397286.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,caraway
Production,397286.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,fennel
Production,397286.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,juniper berries
Production,397286.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,raw
Production,392379.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Anise
Production,392379.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,badian
Production,392379.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,coriander
Production,392379.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,cumin
Production,392379.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,caraway
Production,392379.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,fennel
Production,392379.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,juniper berries
Production,392379.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,raw
Production,419600.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Anise
Production,419600.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,badian
Production,419600.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,coriander
Production,419600.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,cumin
Production,419600.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,caraway
Production,419600.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,fennel
Production,419600.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,juniper berries
Production,419600.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,raw
Production,537277.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Anise
Production,537277.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,badian
Production,537277.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,coriander
Production,537277.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,cumin
Production,537277.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,caraway
Production,537277.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,fennel
Production,537277.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,juniper berries
Production,537277.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,raw
Production,537330.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Anise
Production,537330.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,badian
Production,537330.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,coriander
Production,537330.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,cumin
Production,537330.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,caraway
Production,537330.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,fennel
Production,537330.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,juniper berries
Production,537330.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,raw
Production,546173.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Anise
Production,546173.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,badian
Production,546173.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,coriander
Production,546173.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,cumin
Production,546173.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,caraway
Production,546173.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,fennel
Production,546173.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,juniper berries
Production,546173.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,raw
Production,584000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Anise
Production,584000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,badian
Production,584000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,coriander
Production,584000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,cumin
Production,584000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,caraway
Production,584000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,fennel
Production,584000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,juniper berries
Production,584000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,raw
Production,546000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Anise
Production,546000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,badian
Production,546000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,coriander
Production,546000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,cumin
Production,546000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,caraway
Production,546000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,fennel
Production,546000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,juniper berries
Production,546000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,raw
Production,632000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Anise
Production,632000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,badian
Production,632000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,coriander
Production,632000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,cumin
Production,632000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,caraway
Production,632000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,fennel
Production,632000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,juniper berries
Production,632000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,raw
Production,1529000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Anise
Production,1529000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,badian
Production,1529000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,coriander
Production,1529000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,cumin
Production,1529000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,caraway
Production,1529000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,fennel
Production,1529000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,juniper berries
Production,1529000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,raw
Production,1503000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Anise
Production,1503000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,badian
Production,1503000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,coriander
Production,1503000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,cumin
Production,1503000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,caraway
Production,1503000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,fennel
Production,1503000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,juniper berries
Production,1503000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,raw
Production,1448000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Anise
Production,1448000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,badian
Production,1448000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,coriander
Production,1448000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,cumin
Production,1448000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,caraway
Production,1448000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,fennel
Production,1448000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,juniper berries
Production,1448000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,raw
Production,1753000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Anise
Production,1753000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,badian
Production,1753000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,coriander
Production,1753000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,cumin
Production,1753000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,caraway
Production,1753000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,fennel
Production,1753000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,juniper berries
Production,1753000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,raw
Production,1823000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Anise
Production,1823000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,badian
Production,1823000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,coriander
Production,1823000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,cumin
Production,1823000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,caraway
Production,1823000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,fennel
Production,1823000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,juniper berries
Production,1823000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,raw
Production,1876972.48,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Anise
Production,1876972.48,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,badian
Production,1876972.48,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,coriander
Production,1876972.48,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,cumin
Production,1876972.48,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,caraway
Production,1876972.48,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,fennel
Production,1876972.48,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,juniper berries
Production,1876972.48,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,raw
Production,1960504.49,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Anise
Production,1960504.49,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,badian
Production,1960504.49,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,coriander
Production,1960504.49,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,cumin
Production,1960504.49,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,caraway
Production,1960504.49,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,fennel
Production,1960504.49,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,juniper berries
Production,1960504.49,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,raw
Production,1050000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apples
Production,1230000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apples
Production,1160000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apples
Production,1470000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apples
Production,1521600.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apples
Production,1739000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apples
Production,1814000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apples
Production,1624000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apples
Production,2001000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apples
Production,1985000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apples
Production,1777200.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apples
Production,2891000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apples
Production,2203400.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apples
Production,1915000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apples
Production,2497680.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apples
Production,2134000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apples
Production,2521000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apples
Production,2265000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apples
Production,2327000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apples
Production,2316000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apples
Production,2814000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apples
Production,2276000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apples
Production,2589000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apples
Production,2876000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apples
Production,9900.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apricots
Production,10000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apricots
Production,10216.5,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apricots
Production,10530.11,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apricots
Production,10908.12,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apricots
Production,11331.71,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apricots
Production,11847.26,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apricots
Production,12316.64,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apricots
Production,12888.7,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apricots
Production,13291.56,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apricots
Production,13644.71,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apricots
Production,13929.03,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apricots
Production,14149.27,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apricots
Production,14155.16,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apricots
Production,14115.7,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apricots
Production,14186.43,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apricots
Production,14318.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apricots
Production,14458.08,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apricots
Production,14599.39,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apricots
Production,14740.81,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apricots
Production,14839.37,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apricots
Production,14937.51,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apricots
Production,15046.34,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apricots
Production,15155.18,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Apricots
Production,330000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Areca nuts
Production,400000.0,70.6675,63.9275,77.4775,24.509439994087497,75.664439891675,6.493623361495,159.66300872449997,Areca nuts
