N,P,K,temperature,humidity,ph,rainfall,Crop,Value
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,3175.9
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,3292.4
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,3250.9
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,3236.6
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,3358.7
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,3587.8
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,3690.9
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,3624.3
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,3586.8
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,3600.2
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,3740.1
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,3863.7
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,3956.7
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,4083.6
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,4075.7
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,4196.2
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,4257.1
85,58,41,21.77046169,80.31964408,7.038096361,226.6555374,rice,4322.3
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,3115.8
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,2616.3
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,3117.7
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,2975.6
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,3153.7
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,3175.9
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,3292.4
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,3250.9
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,3236.6
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,3358.7
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,3587.8
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,3690.9
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,3624.3
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,3586.8
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,3600.2
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,3740.1
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,3863.7
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,3956.7
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,4083.6
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,4075.7
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,4196.2
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,4257.1
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,4322.3
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,3115.8
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,2616.3
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,3117.7
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,2975.6
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,3153.7
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,3175.9
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,3292.4
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,3250.9
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,3236.6
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,3358.7
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,3587.8
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,3690.9
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,3624.3
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,3586.8
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,3600.2
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,3740.1
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,3863.7
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,3956.7
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,4083.6
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,4075.7
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,4196.2
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,4257.1
74,35,40,26.49109635,80.15836264,6.980400905,242.8640342,rice,4322.3
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,3115.8
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,2616.3
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,3117.7
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,2975.6
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,3153.7
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,3175.9
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,3292.4
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,3250.9
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,3236.6
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,3358.7
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,3587.8
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,3690.9
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,3624.3
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,3586.8
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,3600.2
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,3740.1
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,3863.7
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,3956.7
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,4083.6
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,4075.7
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,4196.2
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,4257.1
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,4322.3
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,3115.8
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,2616.3
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,3117.7
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,2975.6
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,3153.7
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,3175.9
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,3292.4
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,3250.9
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,3236.6
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,3358.7
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,3587.8
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,3690.9
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,3624.3
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,3586.8
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,3600.2
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,3740.1
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,3863.7
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,3956.7
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,4083.6
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,4075.7
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,4196.2
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,4257.1
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice,4322.3
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice,3115.8
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice,2616.3
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice,3117.7
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice,2975.6
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice,3153.7
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice,3175.9
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice,3292.4
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice,3250.9
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice,3236.6
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice,3358.7
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice,3587.8
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice,3690.9
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice,3624.3
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice,3586.8
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice,3600.2
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice,3740.1
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice,3863.7
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice,3956.7
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice,4083.6
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice,4075.7
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice,4196.2
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice,4257.1
94,53,40,20.27774362,82.89408619,5.718627177999999,241.9741949,rice,4322.3
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice,3115.8
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice,2616.3
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice,3117.7
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice,2975.6
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice,3153.7
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice,3175.9
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice,3292.4
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice,3250.9
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice,3236.6
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice,3358.7
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice,3587.8
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice,3690.9
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice,3624.3
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice,3586.8
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice,3600.2
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice,3740.1
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice,3863.7
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice,3956.7
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice,4083.6
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice,4075.7
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice,4196.2
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice,4257.1
89,54,38,24.51588066,83.53521629999999,6.685346424,230.4462359,rice,4322.3
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,3115.8
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,2616.3
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,3117.7
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,2975.6
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,3153.7
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,3175.9
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,3292.4
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,3250.9
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,3236.6
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,3358.7
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,3587.8
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,3690.9
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,3624.3
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,3586.8
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,3600.2
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,3740.1
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,3863.7
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,3956.7
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,4083.6
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,4075.7
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,4196.2
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,4257.1
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,4322.3
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,3115.8
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,2616.3
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,3117.7
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,2975.6
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,3153.7
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,3175.9
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,3292.4
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,3250.9
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,3236.6
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,3358.7
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,3587.8
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,3690.9
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,3624.3
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,3586.8
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,3600.2
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,3740.1
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,3863.7
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,3956.7
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,4083.6
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,4075.7
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,4196.2
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,4257.1
91,53,40,26.52723513,81.41753846,5.386167788,264.6148697,rice,4322.3
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,3115.8
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,2616.3
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,3117.7
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,2975.6
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,3153.7
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,3175.9
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,3292.4
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,3250.9
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,3236.6
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,3358.7
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,3587.8
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,3690.9
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,3624.3
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,3586.8
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,3600.2
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,3740.1
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,3863.7
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,3956.7
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,4083.6
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,4075.7
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,4196.2
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,4257.1
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice,4322.3
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,3115.8
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,2616.3
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,3117.7
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,2975.6
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,3153.7
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,3175.9
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,3292.4
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,3250.9
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,3236.6
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,3358.7
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,3587.8
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,3690.9
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,3624.3
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,3586.8
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,3600.2
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,3740.1
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,3863.7
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,3956.7
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,4083.6
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,4075.7
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,4196.2
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,4257.1
93,56,36,24.01497622,82.05687182,6.98435366,185.2773389,rice,4322.3
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,3115.8
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,2616.3
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,3117.7
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,2975.6
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,3153.7
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,3175.9
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,3292.4
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,3250.9
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,3236.6
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,3358.7
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,3587.8
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,3690.9
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,3624.3
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,3586.8
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,3600.2
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,3740.1
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,3863.7
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,3956.7
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,4083.6
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,4075.7
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,4196.2
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,4257.1
94,50,37,25.66585205,80.66385045,6.94801983,209.5869708,rice,4322.3
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,3115.8
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,2616.3
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,3117.7
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,2975.6
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,3153.7
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,3175.9
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,3292.4
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,3250.9
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,3236.6
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,3358.7
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,3587.8
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,3690.9
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,3624.3
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,3586.8
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,3600.2
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,3740.1
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,3863.7
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,3956.7
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,4083.6
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,4075.7
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,4196.2
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,4257.1
60,48,39,24.28209415,80.30025587,7.042299068999999,231.0863347,rice,4322.3
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,3115.8
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,2616.3
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,3117.7
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,2975.6
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,3153.7
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,3175.9
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,3292.4
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,3250.9
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,3236.6
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,3358.7
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,3587.8
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,3690.9
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,3624.3
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,3586.8
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,3600.2
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,3740.1
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,3863.7
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,3956.7
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,4083.6
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,4075.7
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,4196.2
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,4257.1
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,4322.3
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice,3115.8
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice,2616.3
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice,3117.7
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice,2975.6
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice,3153.7
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice,3175.9
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice,3292.4
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice,3250.9
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice,3236.6
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice,3358.7
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice,3587.8
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice,3690.9
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice,3624.3
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice,3586.8
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice,3600.2
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,rice,3740.1
